OBJECTID;ARRDT;BOIS;TYPE_VOIE;NOM_VOIE;STATUT;TYPOLOGIE;SENS_VELO;TYPOLOGIE_SIMPLE;SHAPE.LEN;geo_shape;geo_point_2d
7583;12;NON;BOULEVARD;DIDEROT;VOIE 50;PISTE CYCLABLE SUR TROTTOIR;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.379227590199017, 48.84657237106687], [2.378888476682748, 48.8465292067841]]}";48.8465507889, 2.37905803344
7587;12;NON;RUE;JAUCOURT;VOIE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3949842122121177, 48.84742016781407], [2.394493587069674, 48.846451684176614]]}";48.846935926, 2.39473889964
7588;12;NON;RUE DE;PICPUS;VOIE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.392871486825954, 48.84795315488817], [2.39354364983958, 48.84723174307234]]}";48.847592449, 2.39320756833
5243;10;NON;RUE;BEAUREPAIRE;ZONE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.363653175322144, 48.869841483234275], [2.363853977838334, 48.86993892064339]]}";48.8698902019, 2.36375357658
5253;10;NON;RUE;ALBERT THOMAS;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3614882357760156, 48.87077900562951], [2.36150186561681, 48.870768566713515], [2.36325518755704, 48.86941050459109]]}";48.8700947919, 2.36237173998
5268;11;NON;RUE;OBERKAMPF;VOIE 30;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.370301199976406, 48.86382525322198], [2.37057247817103, 48.86393946940902]]}";48.8638823613, 2.37043683907
5275;11;NON;RUE;JEAN-PIERRE TIMBAUD;AIRE PIETONNE;SANS MARQUAGE;SENS CIRCULATION GENERALE;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.369882480253038, 48.86576579125702], [2.3694861231988824, 48.86565179144225]]}";48.8657087913, 2.36968430173
5277;11;NON;RUE;JEAN-PIERRE TIMBAUD;AIRE PIETONNE;SANS MARQUAGE;SENS CIRCULATION GENERALE;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3700247159835435, 48.86580361345157], [2.370312956182798, 48.86588793738025]]}";48.8658457754, 2.37016883608
5280;11;NON;RUE;JEAN-PIERRE TIMBAUD;ZONE 30;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3789152789011405, 48.868080741218854], [2.3792622855247996, 48.868195696749865], [2.3803793440205476, 48.86883205383975]]}";48.868430708, 2.3796587486
5282;11;NON;RUE;JEAN-PIERRE TIMBAUD;AIRE PIETONNE;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3707143067390604, 48.86592431330133], [2.3710157500527895, 48.86600157295439]]}";48.8659629431, 2.3708650284
5285;11;NON;RUE;JEAN-PIERRE TIMBAUD;VOIE 50;PISTE CYCLABLE SUR CHAUSSEE;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3722223495389922, 48.86631081337898], [2.373361075422811, 48.866604701766306]]}";48.8664577576, 2.37279171248
3458;13;NON;BOULEVARD DU;GENERAL JEAN SIMON;VOIE 50;PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3854078963555385, 48.82726042072032], [2.3853718023577835, 48.82724433079594], [2.3853225447624955, 48.82723343031528], [2.3852223357139803, 48.827184336835636]]}";48.8272249191, 2.38531416567
3459;13;NON;BOULEVARD DU;GENERAL JEAN SIMON;VOIE 50;PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3854160608836716, 48.827251811733966], [2.3853779747862185, 48.82723371520206], [2.385325709435916, 48.82722146835013], [2.385246531184141, 48.82718379575639]]}";48.8272191528, 2.38533082221
3462;13;NON;BOULEVARD DU;GENERAL JEAN SIMON;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3817537715606765, 48.825913664777104], [2.381516840268739, 48.825835911950215]]}";48.8258747884, 2.38163530591
3466;13;NON;BOULEVARD DU;GENERAL JEAN SIMON;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3770705605827436, 48.82430357286676], [2.3769290229115105, 48.824256253326]]}";48.8242799131, 2.37699979175
3467;13;NON;RUE DE;PATAY;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3767494188721634, 48.82427395026797], [2.376602139932755, 48.82436967422622]]}";48.8243218122, 2.3766757794
3476;13;NON;AVENUE DE;FRANCE;VOIE 50;PISTE CYCLABLE BIDIRECTIONNELLE SUR TERRE PLEIN-CENTRAL;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3792052185188757, 48.827885386918446], [2.3795134526587254, 48.827557701810335], [2.379696460819366, 48.82736294354888], [2.3798884374932108, 48.82716508139591]]}";48.8275241777, 2.37954572226
3478;13;NON;AVENUE DE;FRANCE;VOIE 50;COULOIR BUS PROTEGE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.378728322160609, 48.8286001918936], [2.3784126748454937, 48.8289356779031], [2.3782831625163308, 48.82907019025412]]}";48.8288357188, 2.37850629684
3481;13;NON;AVENUE DE;FRANCE;VOIE 50;COULOIR BUS PROTEGE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3766845167705237, 48.83075064846537], [2.376102314550418, 48.83136958596716]]}";48.8310601172, 2.37639341566
3486;13;NON;PLACE D;ITALIE;VOIE 30;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.356209308173496, 48.832126751733966], [2.356233268353348, 48.832111737205885], [2.3562558962096634, 48.83209478119248], [2.3566176428258836, 48.83183368116263], [2.3566636558029526, 48.83179669159237], [2.356679803184244, 48.831775534436254], [2.3566929425445635, 48.83175238880194], [2.3567028327066946, 48.83172767953504], [2.356809602034997, 48.831396461750494]]}";48.8318061064, 2.35656968006
3498;13;NON;PLACE D;ITALIE;VOIE 50;CONTINUITE VELO;;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3549112029307615, 48.832111900505524], [2.3551304103603594, 48.83219315314075]]}";48.8321525268, 2.35502080665
3499;13;NON;PLACE D;ITALIE;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.354279304149356, 48.83141396029615], [2.3542699503994213, 48.83129780009073]]}";48.8313558802, 2.35427462727
5036;10;NON;BOULEVARD DE LA;VILLETTE;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3720473937027706, 48.87617865596129], [2.3721063868577548, 48.87612721348636]]}";48.8761529347, 2.37207689028
5064;10;NON;RUE;PERDONNET;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.359434777939844, 48.882975074814574], [2.3613766182133853, 48.884093584668776]]}";48.8835343297, 2.36040569808
5089;10;NON;RUE DU;FAUBOURG SAINT-DENIS;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3564624355786967, 48.877961500505805], [2.3565808315180896, 48.87820728574932]]}";48.8780843931, 2.35652163355
5105;10;NON;QUAI DE;VALMY;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3673019704446427, 48.88036138131518], [2.367099608098154, 48.880126056286365]]}";48.8802437188, 2.36720078927
5129;10;NON;QUAI DE;VALMY;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.364623785462183, 48.8716969500725], [2.3651190117367396, 48.87105829039355]]}";48.8713776202, 2.3648713986
5133;10;NON;QUAI DE;VALMY;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.365905307942936, 48.870044220458304], [2.3660966616933035, 48.86979742859272]]}";48.8699208245, 2.36600098482
5136;11;NON;BOULEVARD;JULES FERRY;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.367004497074846, 48.868652373380804], [2.367023187554958, 48.86862300790513], [2.367085544948548, 48.86854733218854], [2.367091930184444, 48.86854367841435], [2.3670988055371986, 48.868541061005736], [2.367106004047468, 48.86853954352321], [2.3671133509084337, 48.86853916281694], [2.3671206677107643, 48.86853992813188], [2.3671277767750665, 48.86854182088334], [2.367201049665186, 48.868567193137665], [2.367206477711014, 48.868568341248086], [2.3672120225019473, 48.86856853394619], [2.3672175171562135, 48.86856776543233], [2.367222796301004, 48.8685660588365], [2.3672277010497087, 48.86856346552217], [2.367232083783927, 48.86856006354042], [2.36723581259635, 48.86855595528082], [2.367254161855989, 48.86853226534312]]}";48.8685712717, 2.36712098252
5138;11;NON;BOULEVARD;JULES FERRY;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.367254161855987, 48.86853226534334], [2.3686562160749114, 48.86672206007813], [2.368780486842665, 48.86655695870265]]}";48.8675454052, 2.36801836319
5141;11;NON;BOULEVARD;RICHARD LENOIR;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3690670302018213, 48.86618860744771], [2.3690838224304587, 48.8661693649576], [2.369222020349099, 48.8659902518281]]}";48.8660898689, 2.36914506037
3522;6;NON;PLACE DU;18 JUIN 1940;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3241332247640316, 48.84421503790081], [2.324101213535194, 48.844194717641365], [2.324066362697658, 48.84417978275473], [2.3240295707901897, 48.844170618298364], [2.3237848018479434, 48.84412540103724]]}";48.8441609007, 2.32396232776
3523;4;NON;QUAI DE LA;CORSE;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.348301928829285, 48.85575054783938], [2.348239989098797, 48.855590218621124]]}";48.8556703832, 2.34827095896
3526;5;NON;RUE DE L;ESSAI;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3585255741947133, 48.83909412081008], [2.358170660739348, 48.83992313220417]]}";48.8395086265, 2.35834811747
3527;5;NON;RUE DES;FOSSES SAINT MARCEL;ZONE 30;BANDE CYCLABLE DECALEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.35595272989184, 48.838321671306794], [2.3560559067137086, 48.83868159896433], [2.3561716721631307, 48.83908615495206], [2.3562947520902906, 48.839511571301266]]}";48.8389167194, 2.35612340051
4988;18;NON;RUE D;AUBERVILLIERS;VOIE 30;PISTE SYCLABLE BIDIRECTIONNELLE SUR CHAUSSEE;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3661706382009537, 48.886018835625556], [2.366245326784646, 48.88610774730831], [2.366436165173726, 48.886332784449834], [2.366692289123906, 48.88663395268042], [2.3669481768287346, 48.887251588360215], [2.366961949579836, 48.88727584676941]]}";48.8866180942, 2.36661395968
4805;2;NON;RUE;BEAUREGARD;ZONE DE RENCONTRE;BANDE CYCLABLE SUR CHAUSSEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.349939661496162, 48.86934529155635], [2.3497507006286873, 48.86931687163244], [2.349628971307432, 48.86930193318681], [2.3490046660422523, 48.86926808152908], [2.3485620572905272, 48.86924187828412], [2.348164160465998, 48.86921686871084], [2.348093914707773, 48.869226955988886], [2.3478000453548624, 48.86921774062335]]}";48.8692632934, 2.34887083174
4809;2;NON;RUE DE LA;VILLE NEUVE;ZONE DE RENCONTRE;BANDE CYCLABLE SUR CHAUSSEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3486689196001382, 48.8703895187677], [2.3486097084442665, 48.86998208521686]]}";48.870185802, 2.34863931402
4820;3;NON;RUE DE;TURBIGO;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3601991588165707, 48.866424845876], [2.360159015748681, 48.86641588710076], [2.3582736078123543, 48.86598907513347]]}";48.8662070204, 2.35923636984
4822;3;NON;RUE DU;TEMPLE;VOIE 50;CONTINUITE MIXTE;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3620391915907715, 48.86688992902739], [2.361767461979053, 48.86681281179408]]}";48.8668513704, 2.36190332678
4823;3;NON;RUE DU;TEMPLE;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.363001829980828, 48.867274826525936], [2.362708911487237, 48.867160478303056]]}";48.8672176524, 2.36285537073
4826;3;NON;RUE DE;TURBIGO;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3579545578659156, 48.865916282836395], [2.357076583309054, 48.86571498547305]]}";48.8658156342, 2.35751557059
4831;3;NON;RUE;REAUMUR;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.355491410836195, 48.86556960022738], [2.3557966057219937, 48.865495177097166]]}";48.8655323887, 2.35564400828
4833;3;NON;RUE DU;RENARD;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3534223256118074, 48.86124016609958], [2.3533502012338796, 48.86110992534535]]}";48.8611750457, 2.35338626342
4840;3;NON;RUE;BEAUBOURG;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.354864532256828, 48.86384432491312], [2.3547889667620003, 48.86370788511286]]}";48.863776105, 2.35482674951
4842;3;NON;RUE;BEAUBOURG;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3551461099575066, 48.86435273006532], [2.355064574877924, 48.86420551478082]]}";48.8642791224, 2.35510534242
4844;3;NON;RUE;BEAUBOURG;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3554510657297207, 48.86490333350198], [2.355342668500226, 48.8647076217003]]}";48.8648054776, 2.35539686711
4846;3;NON;RUE DU;TEMPLE;VOIE 50;BANDE CYCLABLE DECALEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.362911954246674, 48.86712609956154], [2.363123753772766, 48.86720813020195]]}";48.8671671149, 2.36301785401
4847;3;NON;RUE DU;TEMPLE;VOIE 50;CONTINUITE MIXTE;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.362841015737302, 48.86702816190797], [2.362911954246674, 48.86712609956154]]}";48.8670771307, 2.36287648499
4850;3;NON;PLACE DE LA;REPUBLIQUE;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.362245440931877, 48.86789673607618], [2.3630432893481195, 48.8674241305605]]}";48.8676604333, 2.36264436514
4859;10;NON;PLACE DE LA;REPUBLIQUE;AIRE PIETONNE;SANS MARQUAGE;;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.364272749146234, 48.86776303929134], [2.3636576707834642, 48.86760498976893]]}";48.8676840145, 2.36396520996
4866;10;NON;PLACE DE LA;REPUBLIQUE;AIRE PIETONNE;SANS MARQUAGE;;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3636698092405135, 48.86759868901661], [2.3642813248821093, 48.86775795611147]]}";48.8676783226, 2.36397556706
4872;10;NON;PLACE DE LA;REPUBLIQUE;AIRE PIETONNE;SANS MARQUAGE;;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3627923883048534, 48.86790985971057], [2.3626060366794923, 48.868015260917424]]}";48.8679625603, 2.36269921249
4876;3;NON;RUE AU;MAIRE;AIRE PIETONNE;SANS MARQUAGE;CIRCULATION GENERALE INTERDITE;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.355467520978373, 48.864779229995996], [2.3560849799407277, 48.864662625873386], [2.356803297973937, 48.86455607873267]]}";48.864661112, 2.35613430696
4892;3;NON;RUE;PORTEFOIN;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3605893311779895, 48.863336495458796], [2.359787133828217, 48.86373529941019], [2.3594823749704146, 48.86388215083845], [2.3590658894753807, 48.864139764741005]]}";48.8637243929, 2.35981993917
4899;3;NON;RUE;EUGENE SPULLER;AIRE PIETONNE;SANS MARQUAGE;CIRCULATION GENERALE INTERDITE;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.361150994213056, 48.86375886936252], [2.3618100428418334, 48.86434040106047]]}";48.8640496352, 2.36148051853
4900;3;NON;RUE;EUGENE SPULLER;AIRE PIETONNE;SANS MARQUAGE;CIRCULATION GENERALE INTERDITE;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.361762910510493, 48.86436418760317], [2.3611104046452387, 48.86377483342716]]}";48.8640695105, 2.36143665758
4904;3;NON;RUE;CHARLOT;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.362649246641729, 48.8629297025266], [2.364545211022535, 48.864569755608805]]}";48.8637497291, 2.36359722883
4905;3;NON;RUE;DUPETIT-THOUARS;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3625332088527773, 48.86502251968255], [2.361010573890795, 48.86577445197856]]}";48.8653984858, 2.36177189137
4908;3;NON;RUE;GABRIEL VICAIRE;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.361941705092592, 48.86523665609685], [2.361352312771295, 48.86471192213671]]}";48.8649742891, 2.36164700893
4911;3;NON;RUE DE LA;CORDERIE;AIRE PIETONNE;SANS MARQUAGE;CIRCULATION GENERALE INTERDITE;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3630090117338747, 48.865140311694674], [2.3633329844875526, 48.86462754484515]]}";48.8648839283, 2.36317099811
4915;4;NON;RUE DE LA;VERRERIE;AIRE PIETONNE;SANS MARQUAGE;SENS CIRCULATION GENERALE;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3502114643159104, 48.85898790017402], [2.350234896676453, 48.85897996322329], [2.350501095765466, 48.85888860651707], [2.350749056343751, 48.85881380700084], [2.3508723423773294, 48.85875974654752], [2.3512250768429004, 48.85858248051881], [2.3514316993819633, 48.858496747554675], [2.351806472870997, 48.85837385262012]]}";48.8586837231, 2.35101003518
4917;4;NON;RUE;SAINT-MARTIN;AIRE PIETONNE;SANS MARQUAGE;;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.349778967828374, 48.858070309062796], [2.3502738913014114, 48.8589665807389]]}";48.8585184449, 2.35002642956
4928;4;NON;RUE;QUINCAMPOIX;AIRE PIETONNE;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.350872419928691, 48.86181366335092], [2.3506077895128588, 48.86129912196015], [2.3503834736915867, 48.86077821539515], [2.3503372042156836, 48.86067117092916], [2.3501794718309017, 48.86036383105704], [2.3499626005590195, 48.85994061961828], [2.349943844537831, 48.85989789591695]]}";48.8608551643, 2.35040947315
4930;4;NON;RUE;QUINCAMPOIX;AIRE PIETONNE;SANS MARQUAGE;SENS CIRCULATION GENERALE;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.349943844537831, 48.85989789591695], [2.349902286036676, 48.859803230958356], [2.3496555386026414, 48.859462568972965], [2.3494511784764676, 48.85925155671405]]}";48.8595613348, 2.3497161159
4931;4;NON;RUE DE LA;REYNIE;AIRE PIETONNE;SANS MARQUAGE;SENS CIRCULATION GENERALE;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.349250493900956, 48.859981127654216], [2.3499708038991645, 48.859897821549396]]}";48.8599394746, 2.3496106489
4933;4;NON;RUE;SAINT-MERRI;AIRE PIETONNE;SANS MARQUAGE;SENS CIRCULATION GENERALE;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3508836080303595, 48.86015704594932], [2.3509379634128593, 48.86010020253125], [2.3513591466671886, 48.85998731689038], [2.351971376373406, 48.859765434939106], [2.352505312294681, 48.85963316771441]]}";48.8598737082, 2.35168308836
4937;4;NON;RUE;AUBRY LE BOUCHER;AIRE PIETONNE;SANS MARQUAGE;SENS CIRCULATION GENERALE;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3501731416211786, 48.86035147813366], [2.3508836080303595, 48.86015704594932]]}";48.860254262, 2.35052837483
4941;4;NON;RUE;BRISEMICHE;AIRE PIETONNE;SANS MARQUAGE;;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3514207152840574, 48.859016337923045], [2.35203596215542, 48.85977661237064]]}";48.8593964751, 2.35172833872
4950;10;NON;RUE;LOUIS BLANC;ZONE 30;BANDE CYCLABLE DECALEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3605915758991673, 48.883560742178595], [2.3614426895650062, 48.883110392468346]]}";48.8833355673, 2.36101713273
4953;10;NON;RUE;LOUIS BLANC;ZONE 30;BANDE CYCLABLE DECALEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.359576958797651, 48.88410121410738], [2.3604087871004165, 48.88365781244323]]}";48.8838795133, 2.35999287295
4955;10;NON;RUE;LOUIS BLANC;ZONE 30;BANDE CYCLABLE SUR CHAUSSEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3622925930809218, 48.882621156720944], [2.36305143396016, 48.88222018902045]]}";48.8824206729, 2.36267201352
4963;10;NON;BOULEVARD DE LA;CHAPELLE;VOIE 50;BANDE CYCLABLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3641390997855027, 48.88423576863351], [2.3643674837320368, 48.8842345779898]]}";48.8842351733, 2.36425329176
4971;10;NON;BOULEVARD DE LA;CHAPELLE;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3621834615466777, 48.88424594620696], [2.3625062366131275, 48.884244268615475]]}";48.8842451074, 2.36234484908
4975;10;NON;BOULEVARD DE LA;CHAPELLE;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3637858878502174, 48.884237609190535], [2.3641390997855027, 48.88423576863351]]}";48.8842366889, 2.36396249382
4979;18;NON;RUE D;AUBERVILLIERS;VOIE 50;PISTE SYCLABLE BIDIRECTIONNELLE SUR CHAUSSEE;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3695319518753033, 48.89302093626509], [2.3698049629293982, 48.89363608918221], [2.369984153798944, 48.89400974963266], [2.370070140919096, 48.894135658632756]]}";48.8935852704, 2.36978813474
4797;2;NON;RUE;SAINT-JOSEPH;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3434509594276114, 48.86876866940161], [2.343547079719445, 48.86877481591746], [2.3455030385399285, 48.86824225145713]]}";48.8685204723, 2.34447852017
4800;2;NON;RUE DE;MULHOUSE;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3472380743271746, 48.868365658926564], [2.3467429992058526, 48.86892861583705]]}";48.8686471374, 2.34699053677
4802;2;NON;RUE DE LA;LUNE;ZONE DE RENCONTRE;BANDE CYCLABLE SUR CHAUSSEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.347896248197208, 48.87007836495947], [2.3482012072567344, 48.870028186298065], [2.348271905663053, 48.86999930329261], [2.348554950322995, 48.86995016055434], [2.348662437523953, 48.86992147753836], [2.348871859963054, 48.86988378800133]]}";48.8699823401, 2.34838410071
4852;3;NON;PLACE DE LA;REPUBLIQUE;VOIE 50;CONTINUITE MIXTE;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3645908217932106, 48.86650482268113], [2.3646400630211715, 48.86647576795717], [2.364694938173251, 48.866373468781426]]}";48.8664462909, 2.36465032211
